YYYY,MM,DD,DHW,BAA
2016,9,29,0,0
2016,9,30,0,0
2016,10,1,0,1
2016,10,2,0,1
2016,10,3,0,1
2016,10,4,0,1
2016,10,5,0,1
2016,10,6,0,1
2016,10,7,0,1
2016,10,8,0,1
2016,10,9,0,1
2016,10,10,0,1
2016,10,11,0,1
2016,10,12,0,1
2016,10,13,0,1
2016,10,14,0,1
2016,10,15,0,1
2016,10,16,0,1
2016,10,17,0,1
2016,10,18,0,0
2016,10,19,0,0
2016,10,20,0,0
2016,10,21,0,0
2016,10,22,0,0
2016,10,23,0,0
2016,10,24,0,0
2016,10,25,0,0
2016,10,26,0,0
2016,10,27,0,0
2016,10,28,0,0
2016,10,29,0,0
2016,10,30,0,1
2016,10,31,0,1
2016,11,1,0,1
2016,11,2,0,1
2016,11,3,0,1
2016,11,4,0,1
2016,11,5,0,1
2016,11,6,0,1
2016,11,7,0,1
2016,11,8,0,1
2016,11,9,0,1
2016,11,10,0,1
2016,11,11,0,1
2016,11,12,0,1
2016,11,13,0,1
2016,11,14,0,1
2016,11,15,0,1
2016,11,16,0,1
2016,11,17,0,1
2016,11,18,0,0
2016,11,19,0,0
2016,11,20,0,0
2016,11,21,0,0
2016,11,22,0,0
2016,11,23,0,0
2016,11,24,0,0
2016,11,25,0,0
2016,11,26,0,0
2016,11,27,0,0
2016,11,28,0,0
2016,11,29,0,0
2016,11,30,0,0
2016,12,1,0,0
2016,12,2,0,0
2016,12,3,0,0
2016,12,4,0,0
2016,12,5,0,0
2016,12,6,0,0
2016,12,7,0,0
2016,12,8,0,0
2016,12,9,0,0
2016,12,10,0,0
2016,12,11,0,0
2016,12,12,0,0
2016,12,13,0,0
2016,12,14,0,0
2016,12,15,0,0
2016,12,16,0,0
2016,12,17,0,0
2016,12,18,0,0
2016,12,19,0,0
2016,12,20,0,0
2016,12,21,0,0
2016,12,22,0,0
2016,12,23,0,0
2016,12,24,0,0
2016,12,25,0,0
2016,12,26,0,0
2016,12,27,0,0
2016,12,28,0,0
2016,12,29,0,0
2016,12,30,0,0
2016,12,31,0,0
2017,1,1,0,0
2017,1,2,0,0
2017,1,3,0,0
2017,1,4,0,0
2017,1,5,0,0
2017,1,6,0,0
2017,1,7,0,0
2017,1,8,0,0
2017,1,9,0,0
2017,1,10,0,0
2017,1,11,0,0
2017,1,12,0,0
2017,1,13,0,0
2017,1,14,0,0
2017,1,15,0,0
2017,1,16,0,0
2017,1,17,0,0
2017,1,18,0,0
2017,1,19,0,0
2017,1,20,0,0
2017,1,21,0,0
2017,1,22,0,0
2017,1,23,0,0
2017,1,24,0,0
2017,1,25,0,0
2017,1,26,0,0
2017,1,27,0,0
2017,1,28,0,0
2017,1,29,0,0
2017,1,30,0,0
2017,1,31,0,0
2017,2,1,0,0
2017,2,2,0,0
2017,2,3,0,0
2017,2,4,0,0
2017,2,5,0,0
2017,2,6,0,0
2017,2,7,0,0
2017,2,8,0,0
2017,2,9,0,0
2017,2,10,0,0
2017,2,11,0,0
2017,2,12,0,0
2017,2,13,0,0
2017,2,14,0,0
2017,2,15,0,0
2017,2,16,0,0
2017,2,17,0,0
2017,2,18,0,0
2017,2,19,0,0
2017,2,20,0,0
2017,2,21,0,0
2017,2,22,0,0
2017,2,23,0,0
2017,2,24,0,0
2017,2,25,0,0
2017,2,26,0,0
2017,2,27,0,0
2017,2,28,0,0
2017,3,1,0,0
2017,3,2,0,0
2017,3,3,0,0
2017,3,4,0,0
2017,3,5,0,0
2017,3,6,0,0
2017,3,7,0,0
2017,3,8,0,0
2017,3,9,0,0
2017,3,10,0,0
2017,3,11,0,0
2017,3,12,0,0
2017,3,13,0,0
2017,3,14,0,0
2017,3,15,0,0
2017,3,16,0,0
2017,3,17,0,0
2017,3,18,0,0
2017,3,19,0,0
2017,3,20,0,0
2017,3,21,0,0
2017,3,22,0,0
2017,3,23,0,0
2017,3,24,0,0
2017,3,25,0,0
2017,3,26,0,0
2017,3,27,0,0
2017,3,28,0,0
2017,3,29,0,0
2017,3,30,0,0
2017,3,31,0,0
2017,4,1,0,0
2017,4,2,0,0
2017,4,3,0,0
2017,4,4,0,0
2017,4,5,0,0
2017,4,6,0,0
2017,4,7,0,0
2017,4,8,0,0
2017,4,9,0,0
2017,4,10,0,0
2017,4,11,0,0
2017,4,12,0,0
2017,4,13,0,0
2017,4,14,0,0
2017,4,15,0,0
2017,4,16,0,1
2017,4,17,0,1
2017,4,18,0,1
2017,4,19,0,1
2017,4,20,0,1
2017,4,21,0,1
2017,4,22,0,1
2017,4,23,0,1
2017,4,24,0,0
2017,4,25,0,0
2017,4,26,0,1
2017,4,27,0,1
2017,4,28,0,1
2017,4,29,0,1
2017,4,30,0,1
2017,5,1,0,1
2017,5,2,0,1
2017,5,3,0,1
2017,5,4,0,1
2017,5,5,0,1
2017,5,6,0,1
2017,5,7,0,1
2017,5,8,0,1
2017,5,9,0,1
2017,5,10,0,1
2017,5,11,0,1
2017,5,12,0,1
2017,5,13,0,1
2017,5,14,0,1
2017,5,15,0,1
2017,5,16,0,1
2017,5,17,0,1
2017,5,18,0,1
2017,5,19,0,1
2017,5,20,0,1
2017,5,21,0,1
2017,5,22,0,1
2017,5,23,0,1
2017,5,24,0,1
2017,5,25,0,1
2017,5,26,0,1
2017,5,27,0,1
2017,5,28,0,1
2017,5,29,0,1
2017,5,30,0,1
2017,5,31,0,1
2017,6,1,0,1
2017,6,2,0,1
2017,6,3,0,1
2017,6,4,0,1
2017,6,5,0,1
2017,6,6,0,1
2017,6,7,0,1
2017,6,8,0,1
2017,6,9,0,1
2017,6,10,0,1
2017,6,11,0,1
2017,6,12,0,1
2017,6,13,0,1
2017,6,14,0,1
2017,6,15,0,1
2017,6,16,0,1
2017,6,17,0,1
2017,6,18,0,1
2017,6,19,0,1
2017,6,20,0,1
2017,6,21,0,1
2017,6,22,0,1
2017,6,23,0,1
2017,6,24,0,1
2017,6,25,0,1
2017,6,26,0,1
2017,6,27,0,1
2017,6,28,0,1
2017,6,29,0,1
2017,6,30,0,1
2017,7,1,0,1
2017,7,2,0,1
2017,7,3,0,1
2017,7,4,0,1
2017,7,5,0,1
2017,7,6,0,1
2017,7,7,0,1
2017,7,8,0,1
2017,7,9,0,1
2017,7,10,0,1
2017,7,11,0,1
2017,7,12,0,1
2017,7,13,0,1
2017,7,14,0,1
2017,7,15,0,1
2017,7,16,0,1
2017,7,17,0,1
2017,7,18,0,1
2017,7,19,0,1
2017,7,20,0,1
2017,7,21,0,1
2017,7,22,0,1
2017,7,23,0,1
2017,7,24,0,1
2017,7,25,0,1
2017,7,26,0,1
2017,7,27,0,1
2017,7,28,0,1
2017,7,29,0,1
2017,7,30,0,1
2017,7,31,0,1
2017,8,1,0,1
2017,8,2,0,1
2017,8,3,0,1
2017,8,4,0,1
2017,8,5,0,1
2017,8,6,0,1
2017,8,7,0,1
2017,8,8,0,1
2017,8,9,0,1
2017,8,10,0,1
2017,8,11,0,1
2017,8,12,0,1
2017,8,13,0,1
2017,8,14,0,1
2017,8,15,0,1
2017,8,16,0,1
2017,8,17,0,1
2017,8,18,0,1
2017,8,19,0,1
2017,8,20,0,1
2017,8,21,0,1
2017,8,22,0,1
2017,8,23,0,1
2017,8,24,0,1
2017,8,25,0,1
2017,8,26,0,1
2017,8,27,0,1
2017,8,28,0,1
2017,8,29,0,1
2017,8,30,0,1
2017,8,31,0,1
2017,9,1,0,1
2017,9,2,0,1
2017,9,3,0,1
2017,9,4,0,1
2017,9,5,0,1
2017,9,6,0,1
2017,9,7,0,1
2017,9,8,0,1
2017,9,9,0,1
2017,9,10,0,1
2017,9,11,0,1
2017,9,12,0,1
2017,9,13,0,1
2017,9,14,0,1
2017,9,15,0,1
2017,9,16,0,1
2017,9,17,0,1
2017,9,18,0,1
2017,9,19,0,1
2017,9,20,0,1
2017,9,21,0,1
2017,9,22,0,1
2017,9,23,0,1
2017,9,24,0,1
2017,9,25,0,1
2017,9,26,0,1
2017,9,27,0,1
2017,9,28,0,1
2017,9,29,0,1
2017,9,30,0,1
2017,10,1,0,1
2017,10,2,0,1
2017,10,3,0,1
2017,10,4,0,1
2017,10,5,0,1
2017,10,6,0,1
2017,10,7,0,1
2017,10,8,0,1
2017,10,9,0,1
2017,10,10,0,1
2017,10,11,0,1
2017,10,12,0,1
2017,10,13,0,1
2017,10,14,0,1
2017,10,15,0,1
2017,10,16,0,1
2017,10,17,0,1
2017,10,18,0,1
2017,10,19,0,1
2017,10,20,0,1
2017,10,21,0,1
2017,10,22,0,1
2017,10,23,0,1
2017,10,24,0,1
2017,10,25,0,1
2017,10,26,0,1
2017,10,27,0,1
2017,10,28,0,1
2017,10,29,0,1
2017,10,30,0,1
2017,10,31,0,1
2017,11,1,0,1
2017,11,2,0,1
2017,11,3,0,1
2017,11,4,0,1
2017,11,5,0,1
2017,11,6,0,1
2017,11,7,0,1
2017,11,8,0,1
2017,11,9,0,1
2017,11,10,0,1
2017,11,11,0,1
2017,11,12,0,1
2017,11,13,0,1
2017,11,14,0,1
2017,11,15,0,1
2017,11,16,0,1
2017,11,17,0,1
2017,11,18,0,1
2017,11,19,0,1
2017,11,20,0,1
2017,11,21,0,1
2017,11,22,0,1
2017,11,23,0,1
2017,11,24,0,1
2017,11,25,0,1
2017,11,26,0,1
2017,11,27,0,1
2017,11,28,0,1
2017,11,29,0,1
2017,11,30,0,0
2017,12,1,0,0
2017,12,2,0,0
2017,12,3,0,0
2017,12,4,0,0
2017,12,5,0,0
2017,12,6,0,0
2017,12,7,0,0
2017,12,8,0,0
2017,12,9,0,0
2017,12,10,0,0
2017,12,11,0,0
2017,12,12,0,0
2017,12,13,0,0
2017,12,14,0,0
2017,12,15,0,0
2017,12,16,0,0
2017,12,17,0,0
2017,12,18,0,0
2017,12,19,0,0
2017,12,20,0,0
2017,12,21,0,0
2017,12,22,0,0
2017,12,23,0,0
2017,12,24,0,0
2017,12,25,0,0
2017,12,26,0,0
2017,12,27,0,0
2017,12,28,0,0
2017,12,29,0,0
2017,12,30,0,0
2017,12,31,0,0
2018,1,1,0,0
2018,1,2,0,0
2018,1,3,0,0
2018,1,4,0,0
2018,1,5,0,0
2018,1,6,0,0
2018,1,7,0,0
2018,1,8,0,0
2018,1,9,0,0
2018,1,10,0,0
2018,1,11,0,0
2018,1,12,0,0
2018,1,13,0,0
2018,1,14,0,0
2018,1,15,0,0
2018,1,16,0,0
2018,1,17,0,0
2018,1,18,0,0
2018,1,19,0,0
2018,1,20,0,0
2018,1,21,0,0
2018,1,22,0,0
2018,1,23,0,0
2018,1,24,0,0
2018,1,25,0,0
2018,1,26,0,0
2018,1,27,0,0
2018,1,28,0,0
2018,1,29,0,0
2018,1,30,0,0
2018,1,31,0,0
2018,2,1,0,0
2018,2,2,0,0
2018,2,3,0,0
2018,2,4,0,0
2018,2,5,0,0
2018,2,6,0,0
2018,2,7,0,0
2018,2,8,0,0
2018,2,9,0,0
2018,2,10,0,0
2018,2,11,0,0
2018,2,12,0,0
2018,2,13,0,0
2018,2,14,0,0
2018,2,15,0,0
2018,2,16,0,0
2018,2,17,0,0
2018,2,18,0,0
2018,2,19,0,0
2018,2,20,0,0
2018,2,21,0,0
2018,2,22,0,0
2018,2,23,0,0
2018,2,24,0,0
2018,2,25,0,0
2018,2,26,0,0
2018,2,27,0,0
2018,2,28,0,0
2018,3,1,0,0
2018,3,2,0,0
2018,3,3,0,0
2018,3,4,0,0
2018,3,5,0,0
2018,3,6,0,0
2018,3,7,0,0
2018,3,8,0,0
2018,3,9,0,0
2018,3,10,0,0
2018,3,11,0,0
2018,3,12,0,0
2018,3,13,0,0
2018,3,14,0,0
2018,3,15,0,0
2018,3,16,0,0
2018,3,17,0,0
2018,3,18,0,0
2018,3,19,0,0
2018,3,20,0,0
2018,3,21,0,0
2018,3,22,0,0
2018,3,23,0,0
2018,3,24,0,0
2018,3,25,0,0
2018,3,26,0,0
2018,3,27,0,0
2018,3,28,0,0
2018,3,29,0,0
2018,3,30,0,0
2018,3,31,0,0
2018,4,1,0,0
2018,4,2,0,0
2018,4,3,0,0
2018,4,4,0,0
2018,4,5,0,0
2018,4,6,0,0
2018,4,7,0,0
2018,4,8,0,0
2018,4,9,0,0
2018,4,10,0,0
2018,4,11,0,0
2018,4,12,0,0
2018,4,13,0,0
2018,4,14,0,0
2018,4,15,0,0
2018,4,16,0,0
2018,4,17,0,0
2018,4,18,0,0
2018,4,19,0,0
2018,4,20,0,0
2018,4,21,0,0
2018,4,22,0,1
2018,4,23,0,1
2018,4,24,0,1
2018,4,25,0,1
2018,4,26,0,1
2018,4,27,0,1
2018,4,28,0,1
2018,4,29,0,1
2018,4,30,0,1
2018,5,1,0,1
2018,5,2,0,1
2018,5,3,0,1
2018,5,4,0,1
2018,5,5,0,1
2018,5,6,0,1
2018,5,7,0,1
2018,5,8,0,1
2018,5,9,0,1
2018,5,10,0,1
2018,5,11,0,1
2018,5,12,0,1
2018,5,13,0,1
2018,5,14,0,1
2018,5,15,0,1
2018,5,16,0,1
2018,5,17,0,1
2018,5,18,0,1
2018,5,19,0,1
2018,5,20,0,1
2018,5,21,0,1
2018,5,22,0,1
2018,5,23,0,1
2018,5,24,0,1
2018,5,25,0,1
2018,5,26,0,1
2018,5,27,0,1
2018,5,28,0,1
2018,5,29,0,1
2018,5,30,0,1
2018,5,31,0,1
2018,6,1,0,1
2018,6,2,0,1
2018,6,3,0,1
2018,6,4,0,1
2018,6,5,0,1
2018,6,6,0,1
2018,6,7,0,1
2018,6,8,0,1
2018,6,9,0,1
2018,6,10,0,1
2018,6,11,0,1
2018,6,12,0,1
2018,6,13,0,1
2018,6,14,0,1
2018,6,15,0,1
2018,6,16,0,1
2018,6,17,0,1
2018,6,18,0,1
2018,6,19,0,1
2018,6,20,0,1
2018,6,21,0,1
2018,6,22,0,1
2018,6,23,0,1
2018,6,24,0,1
2018,6,25,0,1
2018,6,26,0,1
2018,6,27,0,1
2018,6,28,0,1
2018,6,29,0,1
2018,6,30,0,1
2018,7,1,0.1814,2
2018,7,2,0.1814,2
2018,7,3,0.1814,2
2018,7,4,0.1814,2
2018,7,5,0.1814,2
2018,7,6,0.1814,2
2018,7,7,0.1814,2
2018,7,8,0.1814,1
2018,7,9,0.1814,1
2018,7,10,0.1814,1
2018,7,11,0.1814,1
2018,7,12,0.1814,1
2018,7,13,0.1814,1
2018,7,14,0.1814,1
2018,7,15,0.1814,1
2018,7,16,0.1814,1
2018,7,17,0.1814,1
2018,7,18,0.1814,1
2018,7,19,0.1814,1
2018,7,20,0.1814,1
2018,7,21,0.1814,1
2018,7,22,0.1814,1
2018,7,23,0.1814,1
2018,7,24,0.1814,1
2018,7,25,0.1814,1
2018,7,26,0.1814,1
2018,7,27,0.1814,1
2018,7,28,0.1814,1
2018,7,29,0.1814,1
2018,7,30,0.1814,1
2018,7,31,0.1814,1
2018,8,1,0.1814,1
2018,8,2,0.1814,1
2018,8,3,0.1814,1
2018,8,4,0.1814,1
2018,8,5,0.1814,1
2018,8,6,0.1814,1
2018,8,7,0.1814,1
2018,8,8,0.1814,1
2018,8,9,0.1814,1
2018,8,10,0.1814,1
2018,8,11,0.1814,1
2018,8,12,0.1814,1
2018,8,13,0.1814,1
2018,8,14,0.1814,1
2018,8,15,0.1814,1
2018,8,16,0.1814,1
2018,8,17,0.1814,1
2018,8,18,0.1814,1
2018,8,19,0.1814,1
2018,8,20,0.1814,1
2018,8,21,0.1814,1
2018,8,22,0.1814,1
2018,8,23,0.1814,1
2018,8,24,0.1814,1
2018,8,25,0.1814,1
2018,8,26,0.1814,1
2018,8,27,0.1814,1
2018,8,28,0.1814,1
2018,8,29,0.1814,1
2018,8,30,0.1814,1
2018,8,31,0.1814,1
2018,9,1,0.1814,1
2018,9,2,0.1814,1
2018,9,3,0.1814,1
2018,9,4,0.1814,1
2018,9,5,0.1814,1
2018,9,6,0.1814,1
2018,9,7,0.1814,1
2018,9,8,0.1814,1
2018,9,9,0.1814,1
2018,9,10,0.1814,1
2018,9,11,0.1814,1
2018,9,12,0.1814,1
2018,9,13,0.1814,1
2018,9,14,0.1814,1
2018,9,15,0.1814,1
2018,9,16,0.1814,1
2018,9,17,0.1814,1
2018,9,18,0.1814,1
2018,9,19,0.1814,1
2018,9,20,0.1814,1
2018,9,21,0.1814,1
2018,9,22,0.1814,1
2018,9,23,0,1
2018,9,24,0,1
2018,9,25,0,1
2018,9,26,0.1457,2
2018,9,27,0.1457,2
2018,9,28,0.1457,2
2018,9,29,0.1457,2
2018,9,30,0.1457,2
2018,10,1,0.1457,2
2018,10,2,0.1457,2
2018,10,3,0.2957,2
2018,10,4,0.4529,2
2018,10,5,0.5986,2
2018,10,6,0.5986,2
2018,10,7,0.7529,2
2018,10,8,0.91,2
2018,10,9,1.07,2
2018,10,10,1.23,2
2018,10,11,1.3814,2
2018,10,12,1.3814,2
2018,10,13,1.3814,2
2018,10,14,1.5286,2
2018,10,15,1.5286,2
2018,10,16,1.5286,2
2018,10,17,1.5286,2
2018,10,18,1.5286,2
2018,10,19,1.5286,2
2018,10,20,1.6757,2
2018,10,21,1.8543,2
2018,10,22,2.0457,2
2018,10,23,2.2386,2
2018,10,24,2.4443,2
2018,10,25,2.6429,2
2018,10,26,2.8286,2
2018,10,27,3,2
2018,10,28,3.17,2
2018,10,29,3.32,2
2018,10,30,3.5014,2
2018,10,31,3.6543,2
2018,11,1,3.8086,2
2018,11,2,3.98,2
2018,11,3,4.1514,3
2018,11,4,4.3286,3
2018,11,5,4.4857,3
2018,11,6,4.63,3
2018,11,7,4.63,3
2018,11,8,4.63,3
2018,11,9,4.63,3
2018,11,10,4.63,3
2018,11,11,4.63,3
2018,11,12,4.63,3
2018,11,13,4.63,1
2018,11,14,4.63,1
2018,11,15,4.63,1
2018,11,16,4.63,1
2018,11,17,4.63,1
2018,11,18,4.63,1
2018,11,19,4.63,1
2018,11,20,4.63,1
2018,11,21,4.63,1
2018,11,22,4.63,1
2018,11,23,4.63,1
2018,11,24,4.63,1
2018,11,25,4.63,1
2018,11,26,4.63,1
2018,11,27,4.63,1
2018,11,28,4.63,1
2018,11,29,4.63,1
2018,11,30,4.63,1
2018,12,1,4.63,1
2018,12,2,4.63,1
2018,12,3,4.63,1
2018,12,4,4.63,1
2018,12,5,4.63,1
2018,12,6,4.63,1
2018,12,7,4.63,1
2018,12,8,4.63,1
2018,12,9,4.63,1
2018,12,10,4.63,1
2018,12,11,4.63,1
2018,12,12,4.63,1
2018,12,13,4.63,1
2018,12,14,4.63,1
2018,12,15,4.63,1
2018,12,16,4.63,1
2018,12,17,4.63,1
2018,12,18,4.63,1
2018,12,19,4.4843,1
2018,12,20,4.4843,1
2018,12,21,4.4843,1
2018,12,22,4.4843,1
2018,12,23,4.4843,1
2018,12,24,4.4843,1
2018,12,25,4.4843,1
2018,12,26,4.3343,1
2018,12,27,4.1771,1
2018,12,28,4.0314,1
2018,12,29,4.0314,1
2018,12,30,3.8771,1
2018,12,31,3.72,1
2019,1,1,3.56,1
2019,1,2,3.4,1
2019,1,3,3.2486,1
2019,1,4,3.2486,1
2019,1,5,3.2486,1
2019,1,6,3.1014,1
2019,1,7,3.1014,1
2019,1,8,3.1014,1
2019,1,9,3.1014,1
2019,1,10,3.1014,1
2019,1,11,3.1014,1
2019,1,12,2.9543,1
2019,1,13,2.7757,1
2019,1,14,2.5843,0
2019,1,15,2.3914,0
2019,1,16,2.1857,0
2019,1,17,1.9871,0
2019,1,18,1.8014,0
2019,1,19,1.63,0
2019,1,20,1.46,0
2019,1,21,1.31,0
2019,1,22,1.1286,0
2019,1,23,0.9757,0
2019,1,24,0.8214,0
2019,1,25,0.65,0
2019,1,26,0.4786,0
2019,1,27,0.3014,0
2019,1,28,0.1443,0
2019,1,29,0,0
2019,1,30,0,0
2019,1,31,0,0
2019,2,1,0,0
2019,2,2,0,0
2019,2,3,0,0
2019,2,4,0,0
2019,2,5,0,0
2019,2,6,0,0
2019,2,7,0,0
2019,2,8,0,0
2019,2,9,0,0
2019,2,10,0,1
2019,2,11,0,1
2019,2,12,0,1
2019,2,13,0,1
2019,2,14,0,1
2019,2,15,0,1
2019,2,16,0,1
2019,2,17,0,1
2019,2,18,0,1
2019,2,19,0,1
2019,2,20,0,1
2019,2,21,0,1
2019,2,22,0,1
2019,2,23,0,1
2019,2,24,0,1
2019,2,25,0,1
2019,2,26,0,1
2019,2,27,0,1
2019,2,28,0,1
2019,3,1,0,1
2019,3,2,0,1
2019,3,3,0,1
2019,3,4,0,1
2019,3,5,0,1
2019,3,6,0,1
2019,3,7,0,1
2019,3,8,0,1
2019,3,9,0,1
2019,3,10,0,1
2019,3,11,0,1
2019,3,12,0,1
2019,3,13,0,1
2019,3,14,0,1
2019,3,15,0,1
2019,3,16,0,1
2019,3,17,0,1
2019,3,18,0,1
2019,3,19,0,1
2019,3,20,0,1
2019,3,21,0,1
2019,3,22,0,1
2019,3,23,0,1
2019,3,24,0,1
2019,3,25,0,1
2019,3,26,0,1
2019,3,27,0,1
2019,3,28,0,1
2019,3,29,0,1
2019,3,30,0,1
2019,3,31,0,1
2019,4,1,0,1
2019,4,2,0,1
2019,4,3,0,1
2019,4,4,0,1
2019,4,5,0,1
2019,4,6,0,1
2019,4,7,0,1
2019,4,8,0,1
2019,4,9,0,1
2019,4,10,0,1
2019,4,11,0,1
2019,4,12,0,1
2019,4,13,0,1
2019,4,14,0,1
2019,4,15,0,1
2019,4,16,0,1
2019,4,17,0,1
2019,4,18,0,1
2019,4,19,0,1
2019,4,20,0,1
2019,4,21,0,1
2019,4,22,0,1
2019,4,23,0,1
2019,4,24,0,1
2019,4,25,0,1
2019,4,26,0,1
2019,4,27,0,1
2019,4,28,0,1
2019,4,29,0,1
2019,4,30,0,1
2019,5,1,0,1
2019,5,2,0,1
2019,5,3,0,1
2019,5,4,0,1
2019,5,5,0,1
2019,5,6,0,1
2019,5,7,0,1
2019,5,8,0.1643,2
2019,5,9,0.3171,2
2019,5,10,0.46,2
2019,5,11,0.46,2
2019,5,12,0.46,2
2019,5,13,0.46,2
2019,5,14,0.46,2
2019,5,15,0.46,2
2019,5,16,0.46,2
2019,5,17,0.46,1
2019,5,18,0.6057,2
2019,5,19,0.7529,2
2019,5,20,0.9057,2
2019,5,21,1.0743,2
2019,5,22,1.2443,2
2019,5,23,1.4,2
2019,5,24,1.5571,2
2019,5,25,1.7014,2
2019,5,26,1.8557,2
2019,5,27,2.0257,2
2019,5,28,2.1943,2
2019,5,29,2.3571,2
2019,5,30,2.5286,2
2019,5,31,2.7057,2
2019,6,1,2.8814,2
2019,6,2,3.0786,2
2019,6,3,3.2686,2
2019,6,4,3.4514,2
2019,6,5,3.6386,2
2019,6,6,3.8186,2
2019,6,7,4.0086,3
2019,6,8,4.1914,3
2019,6,9,4.3657,3
2019,6,10,4.5457,3
2019,6,11,4.7286,3
2019,6,12,4.9114,3
2019,6,13,5.0771,3
2019,6,14,5.2386,3
2019,6,15,5.2386,3
2019,6,16,5.4014,3
2019,6,17,5.5686,3
2019,6,18,5.7271,3
2019,6,19,5.8743,3
2019,6,20,5.8743,3
2019,6,21,5.8743,3
2019,6,22,5.8743,3
2019,6,23,5.8743,3
2019,6,24,5.8743,3
2019,6,25,5.8743,3
2019,6,26,5.8743,1
2019,6,27,5.8743,1
2019,6,28,5.8743,1
2019,6,29,5.8743,1
2019,6,30,5.8743,1
2019,7,1,5.8743,1
2019,7,2,5.8743,1
2019,7,3,6.0271,3
2019,7,4,6.0271,3
2019,7,5,6.0271,3
2019,7,6,6.0271,3
2019,7,7,6.17,3
2019,7,8,6.17,3
2019,7,9,6.17,3
2019,7,10,6.17,3
2019,7,11,6.17,3
2019,7,12,6.17,3
2019,7,13,6.17,3
2019,7,14,6.3129,3
2019,7,15,6.3129,3
2019,7,16,6.3129,3
2019,7,17,6.3129,3
2019,7,18,6.3129,3
2019,7,19,6.3129,3
2019,7,20,6.3129,3
2019,7,21,6.3129,1
2019,7,22,6.3129,1
2019,7,23,6.3129,1
2019,7,24,6.3129,1
2019,7,25,6.3129,1
2019,7,26,6.3129,1
2019,7,27,6.3129,1
2019,7,28,6.3129,1
2019,7,29,6.3129,1
2019,7,30,6.3129,1
2019,7,31,6.1486,1
2019,8,1,5.9957,1
2019,8,2,5.8529,1
2019,8,3,5.8529,1
2019,8,4,5.8529,1
2019,8,5,5.8529,1
2019,8,6,5.8529,1
2019,8,7,5.8529,1
2019,8,8,5.8529,1
2019,8,9,5.8529,1
2019,8,10,5.7071,1
2019,8,11,5.56,1
2019,8,12,5.4071,1
2019,8,13,5.2386,1
2019,8,14,5.0686,1
2019,8,15,4.9129,1
2019,8,16,4.7557,1
2019,8,17,4.6114,1
2019,8,18,4.4571,1
2019,8,19,4.2871,1
2019,8,20,4.1186,1
2019,8,21,3.9557,1
2019,8,22,3.7843,1
2019,8,23,3.6071,1
2019,8,24,3.4314,1
2019,8,25,3.2343,1
2019,8,26,3.0443,1
2019,8,27,2.8614,1
2019,8,28,2.6743,1
2019,8,29,2.4943,1
2019,8,30,2.3043,1
2019,8,31,2.1214,1
2019,9,1,1.9471,1
2019,9,2,1.7671,1
2019,9,3,1.5843,1
2019,9,4,1.4014,1
2019,9,5,1.2357,1
2019,9,6,1.0743,1
2019,9,7,1.0743,1
2019,9,8,0.9114,1
2019,9,9,0.7443,1
2019,9,10,0.5857,1
2019,9,11,0.4386,1
2019,9,12,0.4386,1
2019,9,13,0.4386,1
2019,9,14,0.4386,1
2019,9,15,0.4386,1
2019,9,16,0.4386,1
2019,9,17,0.4386,1
2019,9,18,0.4386,1
2019,9,19,0.4386,1
2019,9,20,0.4386,1
2019,9,21,0.4386,1
2019,9,22,0.4386,1
2019,9,23,0.4386,1
2019,9,24,0.4386,1
2019,9,25,0.2857,1
2019,9,26,0.2857,1
2019,9,27,0.2857,1
2019,9,28,0.2857,1
2019,9,29,0.1429,1
2019,9,30,0.1429,1
2019,10,1,0.1429,1
2019,10,2,0.1429,1
2019,10,3,0.1429,1
2019,10,4,0.1429,1
2019,10,5,0.1429,1
2019,10,6,0,1
2019,10,7,0,1
2019,10,8,0,1
2019,10,9,0,1
2019,10,10,0,1
2019,10,11,0,1
2019,10,12,0,1
2019,10,13,0,1
2019,10,14,0,1
2019,10,15,0,1
2019,10,16,0,1
2019,10,17,0,1
2019,10,18,0,1
2019,10,19,0,1
2019,10,20,0,1
2019,10,21,0,1
2019,10,22,0,1
2019,10,23,0,1
2019,10,24,0,1
2019,10,25,0,1
2019,10,26,0.1457,2
2019,10,27,0.29,2
2019,10,28,0.29,2
2019,10,29,0.29,2
2019,10,30,0.29,2
2019,10,31,0.29,2
2019,11,1,0.29,2
2019,11,2,0.29,2
2019,11,3,0.29,1
2019,11,4,0.29,1
2019,11,5,0.29,1
2019,11,6,0.29,1
2019,11,7,0.29,1
2019,11,8,0.29,1
2019,11,9,0.29,1
2019,11,10,0.29,1
2019,11,11,0.29,1
2019,11,12,0.29,1
2019,11,13,0.29,1
2019,11,14,0.29,1
2019,11,15,0.29,1
2019,11,16,0.29,1
2019,11,17,0.29,1
2019,11,18,0.29,1
2019,11,19,0.29,1
2019,11,20,0.29,1
2019,11,21,0.29,1
2019,11,22,0.29,1
2019,11,23,0.29,1
2019,11,24,0.29,1
2019,11,25,0.29,1
2019,11,26,0.29,1
2019,11,27,0.29,1
2019,11,28,0.29,1
2019,11,29,0.29,1
2019,11,30,0.29,1
2019,12,1,0.29,1
2019,12,2,0.29,1
2019,12,3,0.29,1
2019,12,4,0.29,1
2019,12,5,0.29,1
2019,12,6,0.29,1
2019,12,7,0.29,1
2019,12,8,0.29,1
2019,12,9,0.29,1
2019,12,10,0.29,1
2019,12,11,0.29,1
2019,12,12,0.29,1
